IPERC - ID,Sectores de Trabajo (Master Component),Process ES,Task Number,Task Description,Dangers (L3),Condición de Peligro,Risks (L3),Initial Consequence (L3),Initial Probability (L3),Measures Control (Unficate),Final Consequence (L3),Clasifications Consequence (L3),Q Final Consequence (L3),Final Probability (L3),Cantidad Referencia (from Final Probability (L3)),FRL Valoration,FRL Clasification,IRL Clasification (L1),IRL Description Clasification (L1)
"Excavación de Subsuelo mayor a 1,50 m - 6 Entibado/Tablestacado ",Equipo de construcción Hormigón Armado,"Excavación de Subsuelo mayor a 1,50 m",6,Entibado/Tablestacado ,Pozo,Rutinario,Atrapamiento por o Entre Objetos,Asfixia,Probable,"CONTROL DE INGENIERÍA
-Estabilización de taludes, entibados según diseño técnico.
-Uso de polipastos/malacates certificados desde la superficie
-Uso de paneles de madera adecuados (grosor, sin fisuras)
-Uso de puntales/riostras dobles (metálicas o madera)
-Plataformas fijas o escaleras metálicas (sobresalir 1 mt)
CONTROL ADMINISTRATIVO
-Clasificar la tronera como espacio confinado.
-Permiso de Trabajo Seguro aprobado por HS&B
-Supervisión técnica permanente de la estabilidad del terreno.
-Suspender tareas ante ingreso de agua o vibraciones anormales.
-Inspección diaria del entibado
-Capacitación sobre riesgos de excavación (atrapamiento)
-Colocar un vigía.
-Señalizar el área de trabajo y circulación mediante conos, vallas y cinta de peligro.
-Cartelería: ""Sólo personal autorizado""
-Comunicación clara con el conductor (Handy)
-Monitoreo de condiciones climáticas (lluvia, viento).
EPP
-Casco, Ropa de trabajo Botas de seguridad, gafas, guantes, respiratoria y chaleco reflectante. Los equipos dentro de la tronera se encuentran sujetos por Arnés con cabo de vida y línea de vida que tiene su punto de anclaje por fuera de la tronera.",Asfixia,Daño Fatal,5,Improbable,2,10,Riesgo Moderado,Riesgo Moderado,"Monitoreo y control reforzado para garantizar que el riesgo o impacto no aumente. Se pueden requerir medidas adicionales de prevención, capacitación específica y, en ciertos casos, permisos de trabajo, sin perjuicio de implementar acciones para reducirlo."
"Excavación de Subsuelo mayor a 1,50 m - 7 Durante todas las tareas de este proceso (Radiación UV)",Equipo de construcción Hormigón Armado,"Excavación de Subsuelo mayor a 1,50 m",7,Durante todas las tareas de este proceso (Radiación UV),Enfermedades causadas por exposición a temperaturas extremas,Rutinario,Contácto Térmico,Deshidratación,Moderada,"CONTROL DE INGENIERÍA
-Toldos/lonas (UV50) en áreas de tareas prolongadas sin movilidad.
-Estructuras móviles de sombra (gazebos, paneles)
-Puestos de hidratación cerca (agua fresca/sales)
-Ventiladores portátiles
-Rotación de tareas hacia áreas sombreadas/techadas
CONTROL ADMINISTRATIVO
-Organizar tareas al aire libre fuera de picos de temperatura (10.30-16.30 Hs)
-Rotación de personal
-Procedimiento de prevención ante exposición UV dentro del PTS.
-Capacitación sobre riesgos de exposición UV, uso correcto de protector solar.
EPP
Casco con protector de nuca, Ropa de trabajo (al cuerpo), Calzado de seguridad, gafas UV400, guantes, protección auditiva y chaleco reflectante. 
Protector solar FPS 50 o superior, resistente al agua y sudor.
Hidratación personal (botella individual con agua fresca)",Deshidratación,Daño Moderado,2,Improbable,2,4,Riesgo Trivial,Riesgo Trivial,"Concientización. No requiere implementar métodos de prevención y control sin perjuicio de que se realicen monitoreos, se lleven indicadores al respecto y programar actividades de concientización."
"Excavación de Subsuelo mayor a 1,50 m - 8 Durante todas las tareas de este proceso (Derrumbe)",Equipo de construcción Hormigón Armado,"Excavación de Subsuelo mayor a 1,50 m",8,Durante todas las tareas de este proceso (Derrumbe),Pozo,Emergencia,Atrapamiento por o Entre Objetos,Muerte,Probable,"CONTROL DE INGENIERÍA
-Apuntalamiento de emergencia: Riostras cruzadas (plano vertical). Cuñas de refuerzo para absorber presión. 
-Tablestacado de emergencia contra la pared colapsada.
-Refuerzo del borde superior: Limpieza (eliminar peso muerto).
-Control estructural del área: (cintas, vallas metálicas, barreras físicas rígidas). 
-Monitoreo visual continuo del terreno (ruido de deslizamiento, movimiento, ingreso de agua).
-Sistema de drenaje inmediato (siempre que las condiciones eléctricas sean seguras)
-Soga estática de rescate con puntos de anclaje estructurales.
-Retiro manual y progresivo del material con palas cortas, cucharas. (desde arriba hacia abajo).
-Prohibido usar maquinaria encima de la excavación durante el retiro (riesgo de segundo derrumbe).
 CONTROL ADMINISTRATIVO
-Activar Plan de Respuesta ante Emergencias: Suspensión inmediata de la excavación y actividades cercanas. 
-Designación del Jefe de Emergencia (encargado o HS&B).
-Comunicaciones: Contacto inmediato con SAME o ART
-Evacuación total, excepto rescatistas autorizados.
-Bloqueo y señalización de la zona
-Corte de energía eléctrica que alimente bombas, tableros o herramientas.
-Organización de roles de Equipo: Jefe de emergencia, Equipo de Rescate en excavación profunda, Vigía en superficie, Primeros auxilios, Encargado de apuntalamiento.
-Simulacro trimestral obligatorio (Todos entrenados previamente)
-Ingreso solo con apuntalamiento previo.
-Prohibido ingreso de personal no entrenado.
-Prohibido mover a la víctima si existe riesgo de segundo colapso.
-Registros y documentación: Bitácora del incidente. Testigos.
EPP
(Protege sólo al equipo de rescate y trabajadores expuestos)
-Casco con mentonera, Ropa de trabajo, Botas de seguridad, gafas, guantes anticorte y guantes de rescate, protección respiratoria. Equipo de respiración autónoma (ERA) en troneras profundas; sujetos por Arnés rescate tipo “Y” (extracción vertical) + línea de vida estática.
Accesorios de Rescate: Camilla canasto o tabla espinal (extracción vertical).",Muerte,Daño Fatal,5,Moderada,3,15,Riesgo Importante,Riesgo Importante,Restricción de Tareas. No se permite la operación en esta condición y se deben tomar en forma inmediata las medidas necesarias de prevención y control adicionales para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Excavación menor a 1.50 m - 1 Remoción de Tierra,Equipo de construcción Hormigón Armado,Excavación menor a 1.50 m,1,Remoción de Tierra,Carga Suspendida,,Caída de Objetos Suspendidos,Asfixia,Probable,"CONTROL DE INGENIERÍA
- Delimitación y señalización del perímetro del pozo dejando una distancia de seguridad mayor a 2 metros.
CONTROL ADMINISTRATIVO
- Uso de cordón de seguridad en herramientas utilizadas fuera del pozo, sujeto a la muñeca del trabajador.
- Capacitación sobre los riesgos asociados a la etapa de excavación.
EPP
- Casco
- Calzado de seguridad
",Asfixia,Daño Fatal,5,Probable,4,20,Riesgo Intolerable,Riesgo Intolerable,Prohibición de Tareas. Se encuentra prohibida en su totalidad la operación en esta condición y se deben realizar en forma inmediata acciones para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Excavación menor a 1.50 m - 1 Remoción de Tierra,Equipo de construcción Hormigón Armado,Excavación menor a 1.50 m,1,Remoción de Tierra,Máquina,,Atrapamiento por o Entre Objetos,Fracturas Mayores,Probable,"CONTROL DE INGENIERÍA
- Señalizar el área de trabajo y circulación mediante conos, vallas y cinta de peligro.
CONTROL ADMINISTRATIVO
- Colocar un vigía.
- Evitar la superposición de tareas.
- Establecer comunicación clara con el operador.
- Implementar procedimientos de trabajo seguro (ubicación de la máquina y de la tierra removida).
- Realizar capacitación constante al equipo.
- Colocar cartelería de seguridad.
EPP
- Casco
- Ropa de trabajo
- Calzado de seguridad
- Gafas de seguridad
- Guantes
- Chaleco reflectante
",Fracturas Mayores,Daño Muy Grave,4,Probable,4,16,Riesgo Importante,Riesgo Importante,Restricción de Tareas. No se permite la operación en esta condición y se deben tomar en forma inmediata las medidas necesarias de prevención y control adicionales para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Excavación menor a 1.50 m - 1 Remoción de Tierra,Equipo de construcción Hormigón Armado,Excavación menor a 1.50 m,1,Remoción de Tierra,Pozo,,Caída de Objetos por Desplome o Derrumbamiento,Asfixia,Moderada,"CONTROL DE INGENIERÍA
- Delimitación y señalización del perímetro del pozo dejando una distancia de seguridad mayor a 2 metros.
- Sistema de anclaje con arnés y línea de vida para operarios dentro del pozo, con punto de anclaje por fuera del mismo.
CONTROL ADMINISTRATIVO
- Asignar un vigía para cada frente de trabajo.
- Check list inicial y periódico del arnés de seguridad.
- Señalizar el área de trabajo.
- Evitar la superposición de tareas con la retroexcavadora.
EPP
- Arnés de seguridad con línea de vida
",Asfixia,Daño Fatal,5,Moderada,3,15,Riesgo Importante,Riesgo Importante,Restricción de Tareas. No se permite la operación en esta condición y se deben tomar en forma inmediata las medidas necesarias de prevención y control adicionales para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Excavación menor a 1.50 m - 1 Remoción de tierra,Equipo de construcción Hormigón Armado,Excavación menor a 1.50 m,1,Remoción de tierra,Máquina,,Atropellos o Golpes por Vehículos,Muerte,Probable,"CONTROL DE INGENIERÍA
- Señalizar el área de trabajo y circulación mediante conos, vallas y cinta de peligro.
CONTROL ADMINISTRATIVO
- Colocar banderillero.
- Evitar la superposición de tareas.
- Check list inicial y periódico de la retroexcavadora.
- Realizar capacitación constante al equipo.
- Verificar certificación del operador.
- Establecer medios de comunicación claros con el operador (handy o código de señas).
EPP
Casco, Ropa de trabajo, Calzado de seguridad, Gafas de seguridad, Guantes y Chaleco reflectante
",Muerte,Daño Fatal,5,Probable,4,20,Riesgo Intolerable,Riesgo Intolerable,Prohibición de Tareas. Se encuentra prohibida en su totalidad la operación en esta condición y se deben realizar en forma inmediata acciones para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Excavación menor a 1.50 m - 2 Perfilado de excavación,Equipo de construcción Hormigón Armado,Excavación menor a 1.50 m,2,Perfilado de excavación,Pozo,,Caída de Persona a Distinto Nivel,Fracturas Menores,Muy Probable,"CONTROL DE INGENIERÍA
- Señalizar las áreas de trabajo y de circulación mediante vallas, conos y cinta de peligro.
- Sistema de anclaje con arnés y línea de vida para los equipos dentro del pozo, con punto de anclaje por fuera del mismo.
- Proporcionar accesos seguros a las áreas de trabajo mediante escaleras, rampas o plataformas adecuadas.
CONTROL ADMINISTRATIVO
- Asignar un vigía para cada frente de trabajo.
- Check list inicial y periódico del arnés de seguridad.
- Verificar el buen estado de los accesos mediante check list.
- Evitar la superposición de tareas con la retroexcavadora.
- Capacitación y supervisión en procedimientos seguros de trabajo.
EPP
- Casco
- Ropa de trabajo
- Calzado de seguridad
- Gafas de seguridad
- Guantes
- Chaleco reflectante
- Arnés de seguridad con línea de vida
",Fracturas Menores,Daño Moderado,2,Muy Probable,5,10,Riesgo Moderado,Riesgo Moderado,"Monitoreo y control reforzado para garantizar que el riesgo o impacto no aumente. Se pueden requerir medidas adicionales de prevención, capacitación específica y, en ciertos casos, permisos de trabajo, sin perjuicio de implementar acciones para reducirlo."
Excavación menor a 1.50 m - 2 Perfilado de excavación,Equipo de construcción Hormigón Armado,Excavación menor a 1.50 m,2,Perfilado de excavación,Máquina,,Atropellos o Golpes por Vehículos,Muerte,Probable,"CONTROL DE INGENIERÍA
- Señalizar el área de trabajo y circulación mediante conos, vallas y cinta de peligro.
CONTROL ADMINISTRATIVO
- Colocar banderillero.
- Check list inicial y periódico de la retroexcavadora.
- Evitar la superposición de tareas.
- Realizar capacitación constante al equipo.
- Verificar certificación del operador.
- Establecer medios de comunicación claros con el operador (handy o código de señas).
EPP
- Casco
- Ropa de trabajo
- Calzado de seguridad
- Gafas de seguridad
- Guantes
- Chaleco reflectante
",Muerte,Daño Fatal,5,Probable,4,20,Riesgo Intolerable,Riesgo Intolerable,Prohibición de Tareas. Se encuentra prohibida en su totalidad la operación en esta condición y se deben realizar en forma inmediata acciones para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Excavación menor a 1.50 m - 2 Perfilado de excavación,Equipo de construcción Hormigón Armado,Excavación menor a 1.50 m,2,Perfilado de excavación,Pozo,,Caída de Objetos por Desplome o Derrumbamiento,Asfixia,Probable,"CONTROL DE INGENIERÍA
- Señalización del área de trabajo.
- Sistema de anclaje con arnés y línea de vida para los equipos dentro del pozo, con punto de anclaje por fuera del mismo.
CONTROL ADMINISTRATIVO
- Asignar un vigía para cada frente de trabajo.
- Check list inicial y periódico del arnés de seguridad.
- Evitar la superposición de tareas con la retroexcavadora.
EPP
- Casco
- Ropa de trabajo
- Calzado de seguridad
- Gafas de seguridad
- Guantes
- Chaleco reflectante
- Arnés de seguridad con línea de vida
",Asfixia,Daño Fatal,5,Probable,4,20,Riesgo Intolerable,Riesgo Intolerable,Prohibición de Tareas. Se encuentra prohibida en su totalidad la operación en esta condición y se deben realizar en forma inmediata acciones para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Excavación menor a 1.50 m - 6 Perforación para Anclajes,Equipo de construcción Hormigón Armado,Excavación menor a 1.50 m,6,Perforación para Anclajes,Maquinaria y Herramientas,,Contacto Eléctrico Directo,Muerte,Probable,"CONTROL DE INGENIERÍA
- Colocar soporte o plataforma para aislar la perforadora del contacto con agua durante la perforación.
- Verificar conexiones eléctricas y tableros en condiciones seguras.
- Tendido de cables en forma aérea.
CONTROL ADMINISTRATIVO
- Asignar un vigía para cada frente de trabajo.
- Check list inicial y periódico de la perforadora.
- Verificar certificación del operador.
EPP
- Casco
- Calzado de seguridad
- Guantes
- Gafas de seguridad
",Muerte,Daño Fatal,5,Probable,4,20,Riesgo Intolerable,Riesgo Intolerable,Prohibición de Tareas. Se encuentra prohibida en su totalidad la operación en esta condición y se deben realizar en forma inmediata acciones para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Fundaciones - 3 Preparación de Armadura,Equipo de construcción Hormigón Armado,Fundaciones,3,Preparación de Armadura,Máquina,,Golpes o Cortes con Equipos Herramientas u Objetos Punzocortantes ,Amputaciones,Probable,"CONTROL ADMINISTRATIVO
- Asignar un vigía para cada frente de trabajo.
- Check list inicial y periódico de la cortadora de varillas de hierro (protecciones y partes móviles).
- Verificar certificación del operador.
- Capacitación en procedimientos de trabajo seguros.
EPP
- Casco
- Ropa de trabajo
- Calzado de seguridad
- Gafas de seguridad
- Guantes adecuados
- Chaleco reflectante
",Amputaciones,Daño Muy Grave,4,Probable,4,16,Riesgo Importante,Riesgo Importante,Restricción de Tareas. No se permite la operación en esta condición y se deben tomar en forma inmediata las medidas necesarias de prevención y control adicionales para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Fundaciones - 3 Preparación de Armadura,Equipo de construcción Hormigón Armado,Fundaciones,3,Preparación de Armadura,Máquina,,Atrapamiento por o Entre Objetos,Laceraciones Moderadas,Probable,"CONTROL ADMINISTRATIVO
- Asignar un vigía para cada frente de trabajo.
- Check list inicial y periódico de la dobladora de varillas de hierro (protecciones, partes móviles y comandos).
- Verificar certificación del operador.
- Capacitación y supervisión en procedimientos de trabajo seguros.
EPP
- Casco
- Ropa de trabajo
- Calzado de seguridad
- Gafas de seguridad
- Guantes
- Chaleco reflectante
",Laceraciones Moderadas,Daño Moderado,2,Probable,4,8,Riesgo Tolerable,Riesgo Tolerable,"Monitoreo y control para mantener el riesgo o impacto por lo menos en este nivel, sin perjuicio de que se puedan implementar medidas para reducirlos al nivel inferior."
Fundaciones - 3 Preparación de Armadura,Equipo de construcción Hormigón Armado,Fundaciones,3,Preparación de Armadura,Máquina,,Contacto con el Cuerpo,Quemaduras Menores,Muy Probable,"CONTROL DE INGENIERÍA
- Tendido de cables a 2 m de altura.
- Instalación de mesa de trabajo estable y adecuada para la operación.
- Conexión de puesta a tierra certificada.
- Disponibilidad permanente de extintor ABC de 10 kg y manta ignífuga en el área de trabajo.
CONTROL ADMINISTRATIVO
- Asignar un vigía para cada frente de trabajo.
- Check list inicial y periódico de la soldadora (protecciones, partes y comandos).
- Verificar certificación del operador.
- Capacitación y supervisión en procedimientos de trabajo seguros para trabajos en caliente.
EPP
- Casco
- Ropa de trabajo
- Botas de seguridad
- Gafas de seguridad
- Guantes de cuero
- Delantal de cuero
- Máscara de soldador
- Máscara facial
",Quemaduras Menores,Daño Moderado,2,Muy Probable,5,10,Riesgo Moderado,Riesgo Moderado,"Monitoreo y control reforzado para garantizar que el riesgo o impacto no aumente. Se pueden requerir medidas adicionales de prevención, capacitación específica y, en ciertos casos, permisos de trabajo, sin perjuicio de implementar acciones para reducirlo."
Fundaciones - 4 Preparación de Armadura,Equipo de construcción Hormigón Armado,Fundaciones,4,Preparación de Armadura,Máquina,,Golpes o Cortes con Equipos Herramientas u Objetos Punzocortantes ,Amputaciones,Muy Probable,"CONTROL DE INGENIERÍA
- Instalación de mesa de trabajo estable y adecuada para la operación.
CONTROL ADMINISTRATIVO
- Asignar un vigía para cada frente de trabajo.
- Check list inicial y periódico de la amoladora.
- Verificar certificación del operador.
- Capacitación y supervisión en procedimientos de trabajo seguro.
EPP
- Casco
- Gafas de seguridad
- Guantes
- Protección auditiva
- Calzado de seguridad",Amputaciones,Daño Muy Grave,4,Muy Probable,5,20,Riesgo Intolerable,Riesgo Intolerable,Prohibición de Tareas. Se encuentra prohibida en su totalidad la operación en esta condición y se deben realizar en forma inmediata acciones para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Fundaciones - 5 Colocación de Armadura,Equipo de construcción Hormigón Armado,Fundaciones,5,Colocación de Armadura,Andamio,,Caída de Persona a Distinto Nivel,Muerte,Probable,"CONTROL DE INGENIERÍA
- Sistema de anclaje con arnés y línea de vida para trabajos sobre andamio, con punto de anclaje por encima del mismo.
- Señalización del área de trabajo mediante barandas o barandillas.
CONTROL ADMINISTRATIVO
- Asignar un vigía para cada frente de trabajo.
- Check list inicial y periódico del andamio (verificación de medidas de seguridad).
- Capacitación sobre los riesgos asociados a trabajos en altura.
EPP
- Casco
- Ropa de trabajo
- Calzado de seguridad
- Gafas de seguridad
- Guantes
- Chaleco reflectante
- Arnés de seguridad con línea de vida
",Muerte,Daño Fatal,5,Probable,4,20,Riesgo Intolerable,Riesgo Intolerable,Prohibición de Tareas. Se encuentra prohibida en su totalidad la operación en esta condición y se deben realizar en forma inmediata acciones para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Fundaciones - 5 Colocación de Armadura,Equipo de construcción Hormigón Armado,Fundaciones,5,Colocación de Armadura,Manipulación manual de cargas,,Golpes o Cortes con Equipos Herramientas u Objetos Punzocortantes ,Contusiones,Probable,"CONTROL DE INGENIERÍA
- Señalizar el área de trabajo y circulación mediante conos, vallas y cinta de peligro.
CONTROL ADMINISTRATIVO
- Asignar un supervisor en el frente de trabajo.
- Evitar la superposición de tareas.
- Capacitación y supervisión en procedimientos de trabajo seguros para el manejo de hierros y en las técnicas correctas de armado de bases.
EPP
- Casco
- Ropa de trabajo
- Calzado de seguridad
- Gafas de seguridad
- Guantes adecuados
- Chaleco reflectante
",Contusiones,Daño Moderado,2,Probable,4,8,Riesgo Tolerable,Riesgo Tolerable,"Monitoreo y control para mantener el riesgo o impacto por lo menos en este nivel, sin perjuicio de que se puedan implementar medidas para reducirlos al nivel inferior."
Fundaciones - 6 Carga de Hormigón,Equipo de construcción Hormigón Armado,Fundaciones,6,Carga de Hormigón,Máquina,,Atropellos o Golpes por Vehículos,Muerte,Probable,"CONTROL DE INGENIERÍA
- Señalizar el área de trabajo y circulación.
CONTROL ADMINISTRATIVO
- Asignar un supervisor en el frente de trabajo.
- Verificar documentación del camión.
- Verificar certificación del operador.
- Establecer medios de comunicación claros con el operador (handy o código de señas).
- Capacitación y supervisión en procedimientos de trabajo seguros (distancias de seguridad).
EPP
- Casco
- Ropa de trabajo
- Calzado de seguridad
- Gafas de seguridad
- Guantes adecuados
- Chaleco reflectante
",Muerte,Daño Fatal,5,Probable,4,20,Riesgo Intolerable,Riesgo Intolerable,Prohibición de Tareas. Se encuentra prohibida en su totalidad la operación en esta condición y se deben realizar en forma inmediata acciones para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Fundaciones - 6 Carga de Hormigón,Equipo de construcción Hormigón Armado,Fundaciones,6,Carga de Hormigón,Máquina,,Atrapamiento por o Entre Objetos,Fracturas Mayores,Probable,"CONTROL DE INGENIERÍA
- Señalización del área de trabajo.
CONTROL ADMINISTRATIVO
- Asignar un supervisor en el frente de trabajo.
- Check list de la bomba (protecciones, partes móviles, uniones y encastre de mangueras).
- Verificar certificación del operador.
- Establecer medios de comunicación claros con el operador (handy o código de señas).
- Capacitación y supervisión en procedimientos de trabajo seguros para la manipulación de mangueras.
EPP
- Casco
- Ropa de trabajo
- Calzado de seguridad
- Gafas de seguridad
- Guantes adecuados
- Chaleco reflectante
",Fracturas Mayores,Daño Muy Grave,4,Probable,4,16,Riesgo Importante,Riesgo Importante,Restricción de Tareas. No se permite la operación en esta condición y se deben tomar en forma inmediata las medidas necesarias de prevención y control adicionales para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Relleno Compactación de Bases - 1 Colocación de capas de relleno,Equipo de construcción Hormigón Armado,Relleno Compactación de Bases,1,Colocación de capas de relleno,Máquina,No Rutinario,Atropellos o Golpes por Vehículos,Muerte,Probable,"CONTROLES DE INGENIERÍA
1. Colocar vigía
2. Delimitar el área de trabajo con postes y cadenas de seguridad
CONTROLES ADMINISTRATIVOS
3. Check list de camión volcador
4. Submittals del conductor y equipamiento (documentación)
3. Señalizar área de trabajo
4. Evitar la superposición de tareas
5. Mantener el orden y la limpieza
6. Capacitación (Distancia de seguridad)
7. Establecer medios claros de comunicación con el conductor (Handy o código de señas)
EPP
8. Usar casco, ropa de trabajo, botas de seguridad, guantes, gafas de seguridad, protector auditivo, chaleco reflectivo.",Muerte,Daño Fatal,5,Probable,4,20,Riesgo Intolerable,Riesgo Intolerable,Prohibición de Tareas. Se encuentra prohibida en su totalidad la operación en esta condición y se deben realizar en forma inmediata acciones para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Relleno Compactación de Bases - 2 Distribución/Nivelación con Excavadora,Equipo de construcción Hormigón Armado,Relleno Compactación de Bases,2,Distribución/Nivelación con Excavadora,Máquina,Rutinario,Atropellos o Golpes por Vehículos,Fracturas Mayores,Probable,"CONTROLES DE INGENIERÍA
1. Colocar banderillero o vigía
2. Alarma lumínico sonora de la excavadora
CONTROLES ADMINISTRATIVOS
3. Check list de excavadora
4. Submittals del conductor y equipamiento (documentación)
5. Señalizar área de trabajo
6. Evitar la superposición de tareas
7. Mantener el orden y la limpieza
8. Capacitación (Distancia de seguridad, Manejo defensivo)
9. Establecer medios claros de comunicación con el conductor (Handy o código de señas)
EPP
10. Usar casco, ropa de trabajo, botas de seguridad, guantes, gafas de seguridad, protector auditivo, chaleco reflectivo.",Fracturas Mayores,Daño Muy Grave,4,Probable,4,16,Riesgo Importante,Riesgo Importante,Restricción de Tareas. No se permite la operación en esta condición y se deben tomar en forma inmediata las medidas necesarias de prevención y control adicionales para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Relleno Compactación de Bases - 3 Compactación de Superficie,Equipo de construcción Hormigón Armado,Relleno Compactación de Bases,3,Compactación de Superficie,Máquina,Rutinario,Impacto de Fragmentos de Partículas Sobre las Personas,Contusiones,Probable,"CONTROLES DE INGENIERÍA
1. Delimitar el área de trabajo con postes y cadenas de seguridad
CONTROLES ADMINISTRATIVOS
2. Check list de compactador neumático
3. Submittals del operador y equipamiento
4. Descansos frecuentes (cada 30 minutos de trabajo)
5. Señalizar Área de Trabajo
6. Evitar la superposición de tareas
7. Mantener el orden y la Limpieza
8. Capacitación (Distancia de seguridad)
EPP
9. Usar casco, ropa de trabajo, botas de seguridad, guantes antivibración, gafas de seguridad, protector auditivo de copa, chaleco reflectivo",Contusiones,Daño Moderado,2,Probable,4,8,Riesgo Tolerable,Riesgo Tolerable,"Monitoreo y control para mantener el riesgo o impacto por lo menos en este nivel, sin perjuicio de que se puedan implementar medidas para reducirlos al nivel inferior."
Relleno Compactación de Bases - 3 Compactación de Superficie,Equipo de construcción Hormigón Armado,Relleno Compactación de Bases,3,Compactación de Superficie,Máquina,Rutinario,Contacto con el Cuerpo,Desórdenes de Miembros Superiores,Muy Probable,"CONTROLES ADMINISTRATIVOS
1. Seguir Procedimiento de Emergencia de Incendio
2. Colocar extintor ABC de 5 Kg in situ
3. Señalizar área de trabajo
4. Mantener el orden y la limpieza
5. Capacitación 
EPP
6. Usar Casco, Ropa de Trabajo, botas de seguridad, guantes antivibración, Protector facial, protector auditivo, chaleco reflectivo.",Desórdenes de Miembros Superiores,Daño Moderado,2,Muy Probable,5,10,Riesgo Moderado,Riesgo Moderado,"Monitoreo y control reforzado para garantizar que el riesgo o impacto no aumente. Se pueden requerir medidas adicionales de prevención, capacitación específica y, en ciertos casos, permisos de trabajo, sin perjuicio de implementar acciones para reducirlo."
Relleno Compactación de Bases - 3 Compactación de Superficie,Equipo de construcción Hormigón Armado,Relleno Compactación de Bases,3,Compactación de Superficie,Máquina,Rutinario,Contacto Eléctrico Directo,Muerte,Moderada,"CONTROLES ADMINISTRATIVOS
1. Check list de compactador neumático
2. Submittals del operador y equipamiento
3. Descansos frecuentes (cada 30 minutos de trabajo)
4. Señalizar área de trabajo
5. Evitar la superposición de tareas
6. Mantener el orden y la Limpieza
7. Capacitación (adoptar posturas adecuadas, equipo adecuado)
EPP
8. Usar casco, ropa de trabajo, botas de seguridad, guantes antivibración, gafas de seguridad, protector auditivo, chaleco reflectivo.",Muerte,Daño Fatal,5,Moderada,3,15,Riesgo Importante,Riesgo Importante,Restricción de Tareas. No se permite la operación en esta condición y se deben tomar en forma inmediata las medidas necesarias de prevención y control adicionales para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Relleno Compactación de Bases - 3 Compactación de Superficie,Equipo de construcción Hormigón Armado,Relleno Compactación de Bases,3,Compactación de Superficie,Máquina,Rutinario,Contacto con el Cuerpo,Desórdenes de Miembros Superiores,Muy Probable,"CONTROLES DE INGENIERÍA
1. Delimitar el área de trabajo con postes y cadenas de seguridad
CONTROLES ADMINISTRATIVOS
2. Check list de Compactador Neumático
3. Submittals del operador
4. Señalizar Área de Trabajo
5. Evitar la superposición de tareas
6. Mantener el orden y la Limpieza
7. Capacitación (Uso adecuado, distancia de seguridad)
EPP
8. Usar casco, ropa de trabajo, botas de seguridad, guantes antivibración, protector facial, protector auditivo, chaleco reflectivo.",Desórdenes de Miembros Superiores,Daño Moderado,2,Muy Probable,5,10,Riesgo Moderado,Riesgo Moderado,"Monitoreo y control reforzado para garantizar que el riesgo o impacto no aumente. Se pueden requerir medidas adicionales de prevención, capacitación específica y, en ciertos casos, permisos de trabajo, sin perjuicio de implementar acciones para reducirlo."
Relleno Compactación de Bases - 3 Compactación de Superficie,Equipo de construcción Hormigón Armado,Relleno Compactación de Bases,3,Compactación de Superficie,Máquina,Rutinario,Impacto de Fragmentos de Partículas Sobre las Personas,Contusiones,Probable,"CONTROLES DE INGENIERÍA
1. Delimitar el área de trabajo con postes y cadenas de seguridad
CONTROLES ADMINISTRATIVOS
2. Check list de Compactador Neumático
3. Submittals del operador
4. Señalizar Área de Trabajo
5. Evitar la superposición de tareas
6. Mantener el orden y la Limpieza
7. Capacitación (Uso adecuado, distancia de seguridad)
EPP
8. Usar casco, ropa de trabajo, botas de seguridad, guantes antivibración, protector facial, protector auditivo, chaleco reflectivo.",Contusiones,Daño Moderado,2,Probable,4,8,Riesgo Tolerable,Riesgo Tolerable,"Monitoreo y control para mantener el riesgo o impacto por lo menos en este nivel, sin perjuicio de que se puedan implementar medidas para reducirlos al nivel inferior."
