IPERC - Library ID,Title,Cantidad Referencia,Level,IPERC - L2,IPERC- L1,Descrpción,IPERC - L2 (No eliminar),IPERC- L1 (No eliminar),IPERC - Matrix (Peligros),IPERC - Matrix 4 (Riesgos),IPERC - Matrix (Consecuencias),IPERC - Matrix (Probabilidad),IPERC - Matrix (Nivel de Riesgo),IPERC - Matrix (Consecuencias) copy,IPERC - Matrix (Probabilidad) copy
Contacto Eléctrico Directo,Contacto Eléctrico Directo,,L3,Accidentes,Riesgos,,,,,"Revoque Proyectado con Bomba Mezcladora - 4 Mezcla en Bomba Mezcladora,Construcción de Columnas de Hormigón Armado - 1 Corte y Doblado de Hierros,Construcción de Columnas de Hormigón Armado - 3 Encofrado de Columnas,Construcción de Losas con Viguetas Pretensadas - 4 Armadura de losa (Corte y Doblado de Hierros),Construcción de losas con viguetas pretensadas muro - 1 Muros de Mampostería,Construcción de Muro de Mampostería - 4 Mezcla en Hormigonera,Excavación menor a 1.50 m - 6 Perforación para Anclajes,Instalación Cloacal y Pluvial - 2 Corte de cañería con Amoladora eléctrica,Instalación Cloacal y Pluvial - 6 Unión de cañería Termofusión con Termofusora,Instalación Cloacal y Pluvial - 7 Prueba Hidráulica de Termofusión,Relleno Compactación de Bases - 3 Compactación de Superficie,Trabajos con Tensión - 1 Canalizaciones,Trabajos con Tensión - 1 Canalizaciones,""Excavación de Subsuelo mayor a 1,50 m - 1 Depresión de Napas Freáticas (Todas las etapas)"",Acnlajes y Submuración de Subsuelo - 1 Perforación para anclajes,Acnlajes y Submuración de Subsuelo - 2 Preparación de Estructuras (Dobladora y Cortadora de Varillas),Acnlajes y Submuración de Subsuelo - 4 Inyección de lechada cementicia,Construcción de Fundaciones- Bases aisladas - 4 Preparación de Armadura (Corte y Doblado de Varillas de Hierro),Construcción de losas de subsuelo - 3 Preparación de Armadura (Corte y Doblado de Varillas de Hierro),Construcción de losas en Altura - 1 Armado de Encofrado ,Construcción de losas en Altura - 3 Preparación de armadura (Corte y Doblado de Varillas de Hierro),Construcción de Columnas - 1 Preparación de armadura (Corte y Doblado de Varillas de Hierro),Construcción de Columnas - 4 Armado de Encofrado , - 4 Pintura de Fenólicos, - 6 Cierres y terminaciones de Defensas, - 1 Armado de Tirantes de madera para Defensas,Montaje de Paneles y aberturas de Vidrio - 1 Nivelación y colocación de marcos de Madera (Parte inferior)",,,,,
Explosión,Explosión,,L3,Accidentes,Riesgos,,,,,,,,,,
Caída de Objetos Suspendidos,Caída de Objetos Suspendidos,,L3,Accidentes,Riesgos,,,,,"Revoque Proyectado con Bomba Mezcladora - 1 Recepción de materiales,Construcción de Columnas de Hormigón Armado - 2 Izaje de Hierros (columna armada),Construcción de Columnas de Hormigón Armado - 2 Izaje de Hierros,Construcción de Losas con Viguetas Pretensadas - 1 Recepción de materiales,Construcción de Losas con Viguetas Pretensadas - 2 Izaje de Viguetas pretensadas y material aligerante,Construcción de Muro de Mampostería - 1 Recepción de materiales,Excavación menor a 1.50 m - 1 Remoción de Tierra,Montaje de Paneles y aberturas de Vidrio - 4 Sujeción de paneles de vidrio con ventosas",,,,,
Impacto de Fragmentos de Partículas Sobre las Personas,Impacto de Fragmentos de Partículas Sobre las Personas,,L3,Accidentes,Riesgos,,,,,"Instalación Cloacal y Pluvial - 4 Canalizaciones con Amoladora eléctrica,Instalación Cloacal y Pluvial - 7 Prueba Hidráulica de Termofusión,Relleno Compactación de Bases - 3 Compactación de Superficie,Relleno Compactación de Bases - 3 Compactación de Superficie, - 1 Armado de Tirantes de madera para Defensas",,,,,
Choque Contra Objetos Inmóviles ,Choque Contra Objetos Inmóviles ,,L3,Accidentes,Riesgos,,,,,,,,,,
Descarga Eléctrica Estática,Descarga Eléctrica Estática,,L3,Accidentes,Riesgos,,,,,,,,,,
Ingestion  Aguda,Ingestion  Aguda,,L3,Accidentes,Riesgos,,,,,,,,,,
Explosión de Recipientes y/o Descarga de Fluido a  Alta Presión,Explosión de Recipientes y/o Descarga de Fluido a  Alta Presión,,L3,Accidentes,Riesgos,,,,,,,,,,
Atrapamiento por o Entre Objetos,Atrapamiento por o Entre Objetos,,L3,Accidentes,Riesgos,,,,,"Revoque Proyectado con Bomba Mezcladora - 4 Mezcla en Bomba Mezcladora,Construcción de Columnas de Hormigón Armado - 1  Doblado de Hierros,Construcción de Columnas de Hormigón Armado - 4 Carga de Hormigón,Construcción de Losas con Viguetas Pretensadas - 4 Armadura de losa (Doblado de Hierros),Construcción de Losas con Viguetas Pretensadas - 5 Carga de Hormigón,Construcción de Muro de Mampostería - 4 Mezcla en Hormigonera,Excavación menor a 1.50 m - 1 Remoción de Tierra,Fundaciones - 3 Preparación de Armadura,Fundaciones - 6 Carga de Hormigón,""Excavación de Subsuelo mayor a 1,50 m - 2 Remoción de tierra"",""Excavación de Subsuelo mayor a 1,50 m - 4 División de troneras"",""Excavación de Subsuelo mayor a 1,50 m - 6 Entibado/Tablestacado "",""Excavación de Subsuelo mayor a 1,50 m - 8 Durante todas las tareas de este proceso (Derrumbe)"",Acnlajes y Submuración de Subsuelo - 2 Preparación de Estructuras (Dobladora de Varillas),Acnlajes y Submuración de Subsuelo - 8 Apertura de troneras,Acnlajes y Submuración de Subsuelo - 10 Durante todas las tareas de este proceso (Derrumbe),Construcción de Fundaciones- Bases aisladas - 1 Excavación de Bases,Construcción de Fundaciones- Bases aisladas - 4 Preparación de Armadura (Doblado de Varillas de Hierro),Construcción de Fundaciones- Bases aisladas - 8 Durante todas las tareas de este proceso (Derrumbe),Construcción de Fundaciones- Bases aisladas - 6 Carga de Hormigón de Bases,Construcción de losas de subsuelo - 3 Preparación de Armadura (Doblado de Varillas de Hierro),Construcción de losas de subsuelo - 5 Carga de Hormigón,Construcción de losas en Altura - 3 Preparación de Armadura (Doblado de Varillas de Hierro),Construcción de losas en Altura - 2 Encofrado de losa,Construcción de losas en Altura - 7 Carga de Hormigón de losa,Construcción de Columnas - 1 Preparación de armadura (Doblado de Varillas de Hierro),""Construcción de Columnas - 5 Encofrado, aseguramiento y nivelación"",Construcción de Columnas - 6 Carga de Hormigón,Montaje de Paneles y aberturas de Vidrio - 3 Preparación de la hidrogrúa para Izaje",,,,,
Caída de Persona al Mismo Nivel,Caída de Persona al Mismo Nivel,,L3,Accidentes,Riesgos,,,,,"Hidrófugo en bases - 2 Aplicación del Hidrófugo ,Construcción de losas de subsuelo - 2 Perfilado de Terreno (Espesor de losa)",,,,,
Atropellos o Golpes por Vehículos,Atropellos o Golpes por Vehículos,,L3,Accidentes,Riesgos,,,,,"Revoque Proyectado con Bomba Mezcladora - 1 Recepción de materiales,Construcción de Losas con Viguetas Pretensadas - 1 Recepción de materiales,Construcción de Muro de Mampostería - 1 Recepción de materiales,Construcción de Piscinas - 1 Remoción de Tierra,Excavación menor a 1.50 m - 1 Remoción de tierra,Excavación menor a 1.50 m - 2 Perfilado de excavación,Fundaciones - 6 Carga de Hormigón,Hidrófugo en bases - 3 Agregado del Hidrófugo,Relleno Compactación de Bases - 1 Colocación de capas de relleno,Relleno Compactación de Bases - 2 Distribución/Nivelación con Excavadora,""Excavación de Subsuelo mayor a 1,50 m - 2 Remoción de tierra"",Construcción de Fundaciones- Bases aisladas - 1 Excavación de Bases,Construcción de Fundaciones- Bases aisladas - 2 Acopio y retiro de material excavado con camión,Construcción de Fundaciones- Bases aisladas - 6 Carga de Hormigón de Bases,Construcción de losas de subsuelo - 1 Excavación y Nivelación de Terreno (Espesor de losa),Construcción de losas de subsuelo - 5 Carga de Hormigón,Construcción de losas en Altura - 7 Carga de Hormigón de losa,Construcción de Columnas - 6 Carga de Hormigón,Montaje de Paneles y aberturas de Vidrio - 2 Posicionamiento camión (transporte de paneles de vidrio)",,,,,
Contacto con la Piel Periódico,Contacto con la Piel Periódico,,L3,Accidentes,Riesgos,,,,,,,,,,
Daños Materiales,Daños Materiales,,L3,Daños Materiales,Riesgos,,Daños Materiales,Daños Materiales,,,,,,,
Exposición a Campo Electromagético,Exposición a Campo Electromagético,,L3,Enfermedad Profesional,Riesgos,,,,,,,,,,
Exposición a Radiaciones no Ionizantes,Exposición a Radiaciones no Ionizantes,,L3,Enfermedad Profesional,Riesgos,,,,,,,,,,
Exposición a Presiones Atmosféricas Anormales Aguda,Exposición a Presiones Atmosféricas Anormales Aguda,,L3,Enfermedad Profesional,Riesgos,,,,,,,,,,
Ingestion Periódica,Ingestion Periódica,,L3,Enfermedad Profesional,Riesgos,,,,,,,,,,
Exposición a Radiación Luminosa,Exposición a Radiación Luminosa,,L3,Enfermedad Profesional,Riesgos,,,,,,,,,,
Exposición a Vibraciones,Exposición a Vibraciones,,L3,Enfermedad Profesional,Riesgos,,,,,,,,,,
Exposición a Radiaciones Ionizantes,Exposición a Radiaciones Ionizantes,,L3,Enfermedad Profesional,Riesgos,,,,,,,,,,
Exposición al Ruido,Exposición al Ruido,,L3,Enfermedad Profesional,Riesgos,,,,,,,,,,
Inhalación Periódica,Inhalación Periódica,,L3,Enfermedad Profesional,Riesgos,,,,,,,,,,
Sobresfuerzos,Sobresfuerzos,,L3,Enfermedad Profesional,Riesgos,,,,,"Revoque Proyectado con Bomba Mezcladora - 2 Traslado de materiales,Revoque Proyectado con Bomba Mezcladora - 2 Traslado de materiales,Construcción de Losas con Viguetas Pretensadas - 4 Armadura de losa (Amarre de Hierros),Construcción de Muro de Mampostería - 2 Traslado de materiales,Construcción de Muro de Mampostería - 2 Traslado de materiales,Construcción de Muro de Mampostería - 3 Preparación de Mortero,""Excavación de Subsuelo mayor a 1,50 m - 5 Perfilado de Submurales"",Acnlajes y Submuración de Subsuelo - 3 Colocación de Anclajes,Acnlajes y Submuración de Subsuelo - 6 Gunitado,Construcción de Fundaciones- Bases aisladas - 3 Perfilado de Bases,Construcción de losas de subsuelo - 2 Perfilado de Terreno (Espesor de losa),Construcción de losas de subsuelo - 4 Colocación de Armadura,Construcción de losas en Altura - 5 Colocación de armadura,Construcción de losas en Altura - 4 Manipulación e Izaje de varillas de Hierro,Construcción de Columnas - 3 Colocación de Armadura y Separadores,Construcción de Columnas - 2 Manipulación e Izaje de varillas de Hierro, - 2 Traslado e Izaje de Tirantes de Defensas, - 5 Colocación de Fenólicos",,,,,
Exposición a Temperaturas Ambientales Extremas Periódica,Exposición a Temperaturas Ambientales Extremas Periódica,,L3,Enfermedad Profesional,Riesgos,,,,,"Revoque Proyectado con Bomba Mezcladora - 6 Durante las tareas anteriores,Construcción de Columnas de Hormigón Armado - 5 Durante las tareas anteriores,Construcción de Losas con Viguetas Pretensadas - 6 Durante las tareas anteriores,Construcción de Muro de Mampostería - 8 Durante las tareas anteriores,Relleno Compactación de Bases - 4 Durante las tareas anteriores",,,,,
Exposición a Presiones Atmosféricas Anormales Periódica,Exposición a Presiones Atmosféricas Anormales Periódica,,L3,Enfermedad Profesional,Riesgos,,,,,,,,,,
Exposición a Sustancia Carcinogénica,Exposición a Sustancia Carcinogénica,,L3,Enfermedad Profesional,Riesgos,,,,,,,,,,
